,opt_time,method,upper,bi,tri,real
0,0.7052125046029687,hierarch_11_1,-4.659909904109101,6.277248915632823,7.102509092064148,9.610598090054905
1,0.4642018685117364,hierarch_11_2,-4.599056156416794,15.260038478261938,26.72375640462727,21.093385850113936
2,12.896951047703624,hierarch_11_3,-4.3213986626766046,-2.2401948500741513,17.469163915647798,-1.4068449606421496
3,1.370180937461555,hierarch_12_2,-4.4946414649977795,6.597671853995582,17.365103227109813,11.59768579013445
4,0.5188619904220104,hierarch_12_3,-4.592136272780846,24.23932902262412,26.7312762864293,29.239341532583104
5,75.09266105107963,hierarch_16_1,-3.7223081678062298,-1.8796524906746979,-1.7955622101457072,-1.8796384425661434
6,0.5707455864176154,hierarch_22_1,-4.659954345155672,6.279284645902039,7.10246465101671,9.612633836883871
7,0.3681651270017028,hierarch_24_1,-4.659957144453335,6.279281846604379,7.10246185171905,9.61263103758621
8,0.39499314967542887,hierarch_26_1,-4.659954345155672,6.278855731552707,7.1030646491827945,9.61220492256478
9,1813.949471018277,hierarch_42_20,-4.341155850851548,-2.2507757910491017,7.861284474861289,1.0825740454629236
10,1822.430080554448,hierarch_63_3,-4.35589771168601,-2.127699176054977,7.639759856534403,0.3723182496981863
11,1809.2641863664612,hierarch_79_40,-4.4645346098946534,15.184475906847425,16.848325958619288,17.684485060430035
12,0.32899004593491554,integrated_5_1,-4.6451528782330485,6.4501886388191485,7.367217232511225,9.783537508710438
13,0.2207971620373428,integrated_5_2,-4.528176521097491,-2.5610792024952005,-2.3098670538743473,1.6056052250508164
14,9.28122042864561,integrated_5_31,-4.473389511764595,-2.3787692009651513,-2.184640335261395,0.9545812350676358
15,2.7419331558048725,integrated_6_16,-3.6321627531873872,-2.236449133139394,-2.174366460847307,-2.2364439033133685
16,0.9321808330714703,integrated_11_1,-4.172715733752217,-1.8364984252768233,7.6860283135448135,0.6635139385388177
17,271.2020425237715,integrated_41_12,-4.21082819693648,116.24018002108788,37.29693556668687,121.24019174885227
18,3.9625328429974616,integrated_45_2,-4.437203272941102,-2.456718984153075,-2.198897839751644,-1.6233677207369077
19,249.6517807841301,integrated_51_8,-4.477575718845409,6.562179554509692,36.75376465743114,10.728861867476203
20,0.1209600770380348,scheduling_9_1,-4.637907189630724,6.3800937000839335,7.194809259374965,8.880109724408861
21,0.1207736519863829,scheduling_10_1,-4.637907189630724,6.3800937000839335,7.194809259374965,8.880109724408861
22,0.12543388700578362,scheduling_11_1,-4.637908729244438,6.380092160470221,7.194807719761249,8.880108184795144
23,1.9719651769992197,scheduling_17_17,-4.581045530077963,6.360396534673367,7.267138574345205,10.527079717173773
24,100.87949034600024,scheduling_21_19,-4.398156893854136,-2.3224288225044076,17.32355179410792,1.8442564702058044
25,0.41586200101301074,scheduling_31_27,-4.660766729942937,6.284318179993696,7.091720122534219,9.617667283815793
26,7.23725730499973,scheduling__41_20,-4.592107612083781,24.226789003577736,26.908536303999405,10.4402812375058
27,105.10489004594274,scheduling__42_20,-4.426772605594065,-2.564579500895661,-2.436838088606177,-0.8978956446707099
28,0.9140247349860147,scheduling_56_19,-4.669634310584837,6.1764168323013005,7.1690599081501025,9.509765607247974
29,7202.366739499,scheduling_78_40,-4.606723553613888,6.371582348011553,7.359603855304789,10.991411542797874
30,1.6549331460846588,scheduling_79_40,-4.655706391992799,6.195064072389439,7.226946624244716,9.528413919526908
31,2.8850610349327326,integrated_21_1,-4.418071212746507,24.434185648399872,27.096889080689447,27.76752951877075
32,2.837161554998602,scheduling_5_20,-4.597611877013285,14.723722322854869,16.485378230436663,16.390397375683946
33,171.92660091700964,integrated_42_1,-4.334085613594478,-2.190666932773197,7.776107843661405,2.8093508414476216
34,7212.328602026915,integrated_79_40,-4.308744007179859,69.38924797459657,76.14239311868157,76.05591926573382
35,7237.33265685197,integrated_37_17,-4.514180142340556,24.747097626475018,46.44815864413783,33.91377325992285
